Fecha;BML - América;BML - Asia;BML - Europa;BML - Total;COMEX - Total;SHFE - Total
17-06-2020;48.650;67.975;128.075;244.700;68.688;128.131
18-06-2020;46.975;67.975;128.300;243.250;69.075;109.969
19-06-2020;46.125;62.500;127.975;236.600;68.822;109.969
22-06-2020;46.125;59.425;127.850;233.400;69.351;109.969
23-06-2020;46.400;55.950;126.100;228.450;69.821;109.969
24-06-2020;45.700;54.450;125.900;226.050;70.296;99.971
25-06-2020;46.900;52.950;125.800;225.650;70.711;99.971
26-06-2020;46.900;48.450;126.325;221.675;71.802;99.971
29-06-2020;48.250;43.975;127.375;219.600;72.666;99.971
30-06-2020;48.425;41.075;127.100;216.600;73.000;99.971
01-07-2020;48.025;39.575;125.725;213.325;75.550;99.971
02-07-2020;47.350;38.075;125.275;210.700;76.484;114.318
03-07-2020;45.775;36.350;124.250;206.375;76.494;114.318
06-07-2020;44.200;29.400;124.250;197.850;78.096;114.318
07-07-2020;46.900;26.450;122.475;195.825;79.021;114.318
08-07-2020;44.825;24.950;122.250;192.025;79.799;114.318
09-07-2020;43.000;21.700;120.500;185.200;80.407;137.336
10-07-2020;41.400;20.200;119.475;181.075;80.872;137.336
13-07-2020;40.025;18.700;117.625;176.350;80.689;137.336
14-07-2020;38.925;14.150;115.150;168.225;80.703;137.336
15-07-2020;41.150;12.300;113.000;166.450;80.430;137.336
16-07-2020;40.400;9.925;109.475;159.800;80.248;158.647
17-07-2020;42.550;9.175;105.625;157.350;80.204;158.647
20-07-2020;42.050;7.150;101.875;151.075;80.930;158.647
21-07-2020;41.475;4.900;99.925;146.300;81.433;158.647
22-07-2020;42.075;4.500;98.475;145.050;81.159;158.647
23-07-2020;43.200;4.500;96.100;143.800;80.896;157.684
24-07-2020;44.075;4.200;93.450;141.725;80.822;157.684
27-07-2020;44.475;3.200;90.350;138.025;80.908;157.684
28-07-2020;45.250;2.875;85.900;134.025;80.904;157.684
29-07-2020;45.050;2.875;83.975;131.900;80.824;157.684
30-07-2020;44.925;2.500;81.800;129.225;80.823;159.513
31-07-2020;44.750;4.275;79.100;128.125;80.784;159.513
03-08-2020;45.175;4.675;76.825;126.675;80.997;159.513
04-08-2020;44.975;4.625;75.550;125.150;80.997;159.513
05-08-2020;44.775;4.625;73.050;122.450;80.498;159.513
06-08-2020;45.175;4.600;71.175;120.950;80.296;172.455
07-08-2020;44.850;3.725;69.375;117.950;80.296;172.455
10-08-2020;44.525;3.775;66.075;114.375;80.296;172.455
11-08-2020;44.150;3.875;66.600;114.625;80.296;172.455
12-08-2020;43.700;3.875;67.000;114.575;80.296;172.455
13-08-2020;43.825;5.175;64.875;113.875;80.116;172.051
14-08-2020;43.675;5.575;63.950;113.200;80.056;172.051
17-08-2020;43.100;5.450;61.450;110.000;80.021;172.051
18-08-2020;43.025;5.350;59.150;107.525;79.921;172.051
19-08-2020;42.425;5.350;58.450;106.225;79.645;172.051
20-08-2020;42.350;5.350;56.725;104.425;79.546;172.266
21-08-2020;41.750;6.025;55.700;103.475;172.266;172.266
24-08-2020;41.200;5.225;51.475;97.900;79.040;172.266
25-08-2020;40.850;5.175;49.500;95.525;78.864;172.266
26-08-2020;41.200;5.175;45.650;92.025;78.418;172.266
27-08-2020;40.525;4.350;45.900;90.775;78.075;170.086
28-08-2020;40.275;4.175;44.900;89.350;77.893;170.086
31-08-2020;40.275;4.175;44.900;89.350;77.496;170.086
01-09-2020;40.175;4.175;43.900;88.250;77.356;170.086
02-09-2020;39.275;4.075;41.625;84.975;76.859;170.086
03-09-2020;41.775;3.875;39.000;84.650;76.370;170.086
04-09-2020;41.725;3.300;37.425;82.450;0;176.873
