FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
040108;0000;60,7083;;;
040109;0000;90,2916;;;
040110;0000;58,3333;;;
040111;0000;75,0833;;;
040112;0000;70,5416;;;
040113;0000;68,3333;;;
040114;0000;66,1666;;;
040115;0000;48,0833;;;
040116;0000;50,75;;;
040117;0000;59,0833;;;
040118;0000;46,75;;;
040119;0000;51,625;;;
040120;0000;47,9166;;;
040121;0000;54,4166;;;
040122;0000;58,2916;;;
040123;0000;58,375;;;
040124;0000;57,4583;;;
040125;0000;49,25;;;
040126;0000;40,8333;;;
040127;0000;49,9583;;;
040128;0000;59,9166;;;
040129;0000;51,9583;;;
040130;0000;46,9166;;;
040131;0000;52,3333;;;
040201;0000;62;;;
040202;0000;73,5;;;
040203;0000;68,7916;;;
040204;0000;75,9166;;;
040205;0000;94,875;;;
040206;0000;75,5;;;
040207;0000;54,875;;;
040208;0000;40,75;;;
040209;0000;66,25;;;
040210;0000;90,2083;;;
040211;0000;48,375;;;
040212;0000;56,125;;;
040213;0000;67,0416;;;
040214;0000;81,8333;;;
040215;0000;82,2083;;;
040216;0000;67,3333;;;
040217;0000;55,6666;;;
040218;0000;80,9583;;;
040219;0000;106,167;;;
040220;0000;63,75;;;
040221;0000;57,6666;;;
040222;0000;57,625;;;
040223;0000;62,1428;;;
040224;0000;58,4583;;;
040225;0000;56,3333;;;
040226;0000;50,875;;;
040227;0000;43,2083;;;
040228;0000;51,625;;;
040229;0000;51,7916;;;
040301;0000;51,7826;;;
040302;0000;69,2916;;;
040303;0000;82,7083;;;
040304;0000;81,875;;;
040305;0000;51,7083;;;
040306;0000;52,125;;;
040307;0000;71,6666;;;
040308;0000;80,7916;;;
040309;0000;63,9583;;;
040310;0000;84,7916;;;
040311;0000;49,6666;;;
040312;0000;67,25;;;
040313;0000;62,1666;;;
040314;0000;57,8333;;;
040315;0000;81,375;;;
040316;0000;90,7272;;;
040317;0000;70,875;;;
040318;0000;99,9564;;;
040319;0000;107,083;;;
040320;0000;126,042;;;
040321;0000;103,375;;;
040322;0000;82;;;
040323;0000;88,6111;;;
040324;0000;113,583;;;
040325;0000;123;;;
040326;0000;131,708;;;
040327;0000;132,417;;;
040328;0000;52,7083;;;
040329;0000;56,3333;;;
040330;0000;68,6666;;;
040331;0000;21,7727;;;
040401;0000;76,2916;;;
040402;0000;67,7083;;;
040403;0000;71,7083;;;
040404;0000;45,8333;;;
040405;0000;36,875;;;
040406;0000;53,375;;;
040407;0000;69,5;;;
040408;0000;118,292;;;
040409;0000;97,9166;;;
040410;0000;76,2856;;;
040411;0000;70,625;;;
040412;0000;67,375;;;
040413;0000;31,9583;;;
040414;0000;29,1667;;;
040415;0000;28,8333;;;
040416;0000;63,5;;;
040417;0000;92,0416;;;
040418;0000;53,375;;;
040419;0000;86,0833;;;
040420;0000;133,5;;;
040421;0000;39,8333;;;
040422;0000;31,9167;;;
040423;0000;70,5625;;;
040424;0000;75,6875;;;
040425;0000;77,5208;;;
040426;0000;89,1666;;;
040427;0000;80,0416;;;
040428;0000;64,875;;;
040429;0000;93,0416;;;
040430;0000;167,667;;;
040501;0000;154,292;;;
040502;0000;96;;;
040503;0000;106,542;;;
040504;0000;126,375;;;
040505;0000;113,333;;;
040506;0000;86,0833;;;
040507;0000;154,667;;;
040508;0000;157,583;;;
040509;0000;46,9166;;;
040510;0000;82,4166;;;
040511;0000;62,2083;;;
040512;0000;;;104,604;
040513;0000;;;166;
040514;0000;197;;;
040515;0000;174,042;;;
040516;0000;100,75;;;
040517;0000;167,625;;;
040518;0000;185,167;;;
040519;0000;116,833;;;
040520;0000;43,25;;;
040521;0000;27,0833;;;
040522;0000;44,5416;;;
040523;0000;86,6666;;;
040524;0000;110,792;;;
040525;0000;155,417;;;
040526;0000;204,917;;;
040527;0000;157,917;;;
040528;0000;72,0833;;;
040529;0000;156,417;;;
040530;0000;160,292;;;
040531;0000;190,083;;;
040601;0000;170,542;;;
040602;0000;159,583;;;
040603;0000;172,833;;;
040604;0000;119,913;;;
040605;0000;60,8333;;;
040606;0000;106,75;;;
040607;0000;112,708;;;
040608;0000;115,667;;;
040609;0000;67,7272;;;
040610;0000;56,25;;;
040611;0000;169,625;;;
040612;0000;242,913;;;
040613;0000;129,417;;;
040614;0000;160,913;;;
040615;0000;204,583;;;
040616;0000;84,375;;;
040617;0000;155,261;;;
040618;0000;143,542;;;
040619;0000;100,708;;;
040620;0000;35,125;;;
040621;0000;99,5416;;;
040622;0000;83,6666;;;
040623;0000;115,083;;;
040624;0000;129,958;;;
040625;0000;67,625;;;
040626;0000;81,6666;;;
040627;0000;85,3333;;;
040628;0000;70,125;;;
040629;0000;81,9583;;;
040630;0000;97,9166;;;
040701;0000;95,375;;;
040702;0000;108,5;;;
040703;0000;132,708;;;
040704;0000;135,958;;;
040705;0000;128,125;;;
040706;0000;125,667;;;
040707;0000;107,708;;;
040708;0000;124,667;;;
040709;0000;123,167;;;
040710;0000;209,375;;;
040711;0000;139,958;;;
040712;0000;97,0416;;;
040713;0000;13,5417;;;
040714;0000;34,25;;;
040715;0000;112,917;;;
040716;0000;206,833;;;
040717;0000;184,474;;;
040718;0000;91,5833;;;
040719;0000;88,125;;;
040720;0000;98,2083;;;
040721;0000;26,0417;;;
040722;0000;94,9583;;;
040723;0000;76,3333;;;
040724;0000;79,625;;;
040725;0000;36,0833;;;
040726;0000;62,5833;;;
040727;0000;20,5833;;;
040728;0000;41,875;;;
040729;0000;152,625;;;
040730;0000;142,958;;;
040731;0000;130,292;;;
040801;0000;32,4166;;;
040802;0000;21,3333;;;
040803;0000;12,3333;;;
040804;0000;32,9583;;;
040805;0000;84,7916;;;
040806;0000;152;;;
040807;0000;132,583;;;
040808;0000;49,5416;;;
040809;0000;54,125;;;
040810;0000;61,6666;;;
040811;0000;88;;;
040812;0000;112;;;
040813;0000;;;59,5435;
040814;0000;52;;;
040815;0000;20,7083;;;
040816;0000;45,6364;;;
040817;0000;43,25;;;
040818;0000;50,25;;;
040819;0000;43,5416;;;
040820;0000;75,625;;;
040821;0000;105,083;;;
040822;0000;105,792;;;
040823;0000;115,167;;;
040824;0000;127,625;;;
040825;0000;90,4166;;;
040826;0000;59,125;;;
040827;0000;76,25;;;
040828;0000;103,458;;;
040829;0000;117,5;;;
040830;0000;87,5;;;
040831;0000;77,4583;;;
040901;0000;104,273;;;
040902;0000;180,333;;;
040903;0000;74;;;
040904;0000;20,9583;;;
040905;0000;47,625;;;
040906;0000;14,5;;;
040907;0000;17,375;;;
040908;0000;39,2727;;;
040909;0000;57,7916;;;
040910;0000;63,375;;;
040911;0000;97,4545;;;
040912;0000;;;;
040913;0000;59,4782;;;
040914;0000;80,5;;;
040915;0000;119,458;;;
040916;0000;102,542;;;
040917;0000;34,8333;;;
040918;0000;31,25;;;
040919;0000;27,8333;;;
040920;0000;44,4583;;;
040921;0000;41,375;;;
040922;0000;67,25;;;
040923;0000;82,75;;;
040924;0000;96,25;;;
040925;0000;83,8333;;;
040926;0000;55,6666;;;
040927;0000;43,5833;;;
040928;0000;76,0833;;;
040929;0000;65,75;;;
040930;0000;75,0833;;;
041001;0000;90,25;;;
041002;0000;69,125;;;
041003;0000;63,1739;;;
041004;0000;54,9166;;;
041005;0000;30,125;;;
041006;0000;34,7916;;;
041007;0000;26,0833;;;
041008;0000;35,2083;;;
041009;0000;35,625;;;
041010;0000;46,2083;;;
041011;0000;22,4167;;;
041012;0000;35,9166;;;
041013;0000;55,4166;;;
041014;0000;39,125;;;
041015;0000;41,6666;;;
041016;0000;42,2083;;;
041017;0000;33,625;;;
041018;0000;52,7083;;;
041019;0000;63,875;;;
041020;0000;50,4166;;;
041021;0000;49,875;;;
041022;0000;50,6666;;;
041023;0000;46,4583;;;
041024;0000;34,2083;;;
041025;0000;52,2916;;;
041026;0000;37,1666;;;
041027;0000;42,3333;;;
041028;0000;44,9583;;;
041029;0000;50,375;;;
041030;0000;50,625;;;
041031;0000;51,5416;;;
041101;0000;50,5;;;
041102;0000;47,75;;;
041103;0000;38;;;
041104;0000;29,4583;;;
041105;0000;64,2083;;;
041106;0000;84,75;;;
041107;0000;67,125;;;
041108;0000;38,9583;;;
041109;0000;41,0416;;;
041110;0000;53,375;;;
041111;0000;70,2083;;;
041112;0000;23,4762;;;
041113;0000;24,619;;;
041114;0000;38,7083;;;
041115;0000;38,375;;;
041116;0000;50,6666;;;
041117;0000;57,2083;;;
041118;0000;57,7083;;;
041119;0000;50,9583;;;
041120;0000;55,2083;;;
041121;0000;40,1666;;;
041122;0000;46,0833;;;
041123;0000;30,3333;;;
041124;0000;36,625;;;
041125;0000;37,7916;;;
041126;0000;45,25;;;
041127;0000;57,5;;;
041128;0000;49,2916;;;
041129;0000;48,1666;;;
041130;0000;45,1666;;;
041201;0000;37,25;;;
041202;0000;47,5833;;;
041203;0000;33,625;;;
041204;0000;42;;;
041205;0000;67,5;;;
041206;0000;37,5416;;;
041207;0000;61,9166;;;
041208;0000;43,5416;;;
041209;0000;57,875;;;
041210;0000;56,1666;;;
041211;0000;50,75;;;
041212;0000;53,2083;;;
041213;0000;50,913;;;
041214;0000;57,7916;;;
041215;0000;33,5833;;;
041216;0000;53,9583;;;
041217;0000;56,1666;;;
041218;0000;56,6666;;;
041219;0000;49,1666;;;
041220;0000;61,0416;;;
041221;0000;72,6666;;;
041222;0000;56,2857;;;
041223;0000;51,1666;;;
041224;0000;69,875;;;
041225;0000;74,6666;;;
041226;0000;60,6666;;;
041227;0000;59,7083;;;
041228;0000;67,6666;;;
041229;0000;71,375;;;
041230;0000;51,7083;;;
041231;0000;58,875;;;
050101;0000;53,9166;;;
050102;0000;48,1666;;;
050103;0000;68,0416;;;
050104;0000;61,4583;;;
050105;0000;50,625;;;
050106;0000;60,4166;;;
050107;0000;116,375;;;
050108;0000;83,8333;;;
050109;0000;62,0833;;;
050110;0000;57,4166;;;
050111;0000;74,9166;;;
050112;0000;66,9166;;;
050113;0000;71,875;;;
050114;0000;52,3333;;;
050115;0000;65,7916;;;
050116;0000;84,2916;;;
050117;0000;64,5833;;;
050118;0000;60,6666;;;
050119;0000;68,9583;;;
050120;0000;65,25;;;
050121;0000;49,0833;;;
050122;0000;56,25;;;
050123;0000;57,9166;;;
050124;0000;64,4583;;;
050125;0000;75,1666;;;
050126;0000;62,7083;;;
050127;0000;46,3333;;;
050128;0000;56,0416;;;
050129;0000;42,7916;;;
050130;0000;33,1904;;;
050131;0000;62,2083;;;
050201;0000;89,7083;;;
050202;0000;96,0416;;;
050203;0000;73,3333;;;
050204;0000;73,0833;;;
050205;0000;66;;;
050206;0000;51,625;;;
050207;0000;47,9166;;;
050208;0000;67,5;;;
050209;0000;87,5416;;;
050210;0000;67,4583;;;
050211;0000;40,4166;;;
050212;0000;33,4285;;;
050213;0000;27,7083;;;
050214;0000;36,2083;;;
050215;0000;59,1666;;;
050216;0000;71,3333;;;
050217;0000;53,8333;;;
050218;0000;63,4583;;;
050219;0000;72,2916;;;
050220;0000;60,0833;;;
050221;0000;70,0833;;;
050222;0000;78,9583;;;
050223;0000;65,5833;;;
050224;0000;73,4166;;;
050225;0000;103,583;;;
050226;0000;123,417;;;
050227;0000;56,25;;;
050228;0000;48,875;;;
050301;0000;51,7916;;;
050302;0000;72,7916;;;
050303;0000;79,2083;;;
050304;0000;63,875;;;
050305;0000;70,75;;;
050306;0000;68,0833;;;
050307;0000;57,3333;;;
050308;0000;60,8333;;;
050309;0000;84,875;;;
050310;0000;82,0416;;;
050311;0000;57,5833;;;
050312;0000;72,9166;;;
050313;0000;85,75;;;
050314;0000;59,2105;;;
050315;0000;39,6666;;;
050316;0000;56,0416;;;
050317;0000;53,5416;;;
050318;0000;66,75;;;
050319;0000;95,5416;;;
050320;0000;68,0833;;;
050321;0000;63,3636;;;
050322;0000;78;;;
050323;0000;86;;;
050324;0000;104,583;;;
050325;0000;85,2916;;;
050326;0000;38,9166;;;
050327;0000;48,7083;;;
050328;0000;75,9166;;;
050329;0000;94,375;;;
050330;0000;84,8333;;;
050331;0000;82,1666;;;
050401;0000;108,542;;;
050402;0000;91,3333;;;
050403;0000;100,167;;;
050404;0000;82,2916;;;
050405;0000;80,9583;;;
050406;0000;62,25;;;
050407;0000;75,7916;;;
050408;0000;91,1666;;;
050409;0000;94,2083;;;
050410;0000;82,625;;;
050411;0000;67,0416;;;
050412;0000;78,9166;;;
050413;0000;64,2916;;;
050414;0000;98,125;;;
050415;0000;190,042;;;
050416;0000;181,75;;;
050417;0000;133,583;;;
050418;0000;144,458;;;
050419;0000;154,667;;;
050420;0000;161,167;;;
050421;0000;160,792;;;
050422;0000;165,958;;;
050423;0000;180,625;;;
050424;0000;85,5416;;;
050425;0000;64,5416;;;
050426;0000;64,5833;;;
050427;0000;67,2083;;;
050428;0000;74,625;;;
050429;0000;144,208;;;
050430;0000;117,125;;;
050501;0000;66,7083;;;
050502;0000;56,125;;;
050503;0000;54,2916;;;
050504;0000;23,2083;;;
050505;0000;48,2916;;;
050506;0000;77,2083;;;
050507;0000;100,167;;;
050508;0000;53,9166;;;
050509;0000;78,9583;;;
050510;0000;56,3333;;;
050511;0000;114,708;;;
050512;0000;83,9166;;;
050513;0000;21,1667;;;
050514;0000;25,5;;;
050515;0000;48,8333;;;
050516;0000;64,2916;;;
050517;0000;73,7083;;;
050518;0000;22,9167;;;
050519;0000;42,8333;;;
050520;0000;69,0833;;;
050521;0000;201,083;;;
050522;0000;156,917;;;
050523;0000;23;;;
050524;0000;69,9583;;;
050525;0000;79,875;;;
050526;0000;102,125;;;
050527;0000;147,167;;;
050528;0000;183,708;;;
050529;0000;103,083;;;
050530;0000;176,917;;;
050531;0000;142,708;;;
050601;0000;126;;;
050602;0000;45,375;;;
050603;0000;33,1666;;;
050604;0000;129,167;;;
050605;0000;185,333;;;
050606;0000;109;;;
050607;0000;130,333;;;
050608;0000;120,375;;;
050609;0000;122,583;;;
050610;0000;26,9167;;;
050611;0000;23,0833;;;
050612;0000;52,9583;;;
050613;0000;55,6666;;;
050614;0000;34,9166;;;
050615;0000;34,2916;;;
050616;0000;40,3333;;;
050617;0000;56,7916;;;
050618;0000;33,25;;;
050619;0000;63,9166;;;
050620;0000;79,8333;;;
050621;0000;36,5833;;;
050622;0000;93,2916;;;
050623;0000;137,083;;;
050624;0000;109,5;;;
050625;0000;117,792;;;
050626;0000;95,3333;;;
050627;0000;15,2917;;;
050628;0000;31,7917;;;
050629;0000;100,917;;;
050630;0000;93,8333;;;
050701;0000;69,5;;;
050702;0000;22,9167;;;
050703;0000;32,7083;;;
050704;0000;91,7916;;;
050705;0000;178,348;;;
050706;0000;105,583;;;
050707;0000;84,75;;;
050708;0000;143,583;;;
050709;0000;151,083;;;
050710;0000;146,167;;;
050711;0000;103,667;;;
050712;0000;47,7916;;;
050713;0000;58,875;;;
050714;0000;11,625;;;
050715;0000;52,5238;;;
050716;0000;114;;;
050717;0000;141,583;;;
050718;0000;117,333;;;
050719;0000;89,0416;;;
050720;0000;45,125;;;
050721;0000;92,2916;;;
050722;0000;129;;;
050723;0000;156,708;;;
050724;0000;138,5;;;
050725;0000;138,792;;;
050726;0000;128,5;;;
050727;0000;145,042;;;
050728;0000;137,75;;;
050729;0000;67,6666;;;
050730;0000;69,9166;;;
050731;0000;60,7083;;;
050801;0000;74,4583;;;
050802;0000;92,1818;;;
050803;0000;69,3333;;;
050804;0000;23,25;;;
050805;0000;22,6667;;;
050806;0000;63,5833;;;
050807;0000;106,917;;;
050808;0000;113,75;;;
050809;0000;113,958;;;
050810;0000;119,833;;;
050811;0000;96;;;
050812;0000;89,5833;;;
050813;0000;26,375;;;
050814;0000;27,0833;;;
050815;0000;49;;;
050816;0000;;;;
050817;0000;88,3333;;;
050818;0000;162,5;;;
050819;0000;117,542;;;
050820;0000;56,0416;;;
050821;0000;49,875;;;
050822;0000;21,4583;;;
050823;0000;48,8333;;;
050824;0000;77,9583;;;
050825;0000;46,1666;;;
050826;0000;70,6666;;;
050827;0000;6,33333;;;
050828;0000;9,16666;;;
050829;0000;34,2083;;;
050830;0000;54,5;;;
050831;0000;39,75;;;
050901;0000;51,2083;;;
050902;0000;88,1666;;;
050903;0000;36,125;;;
050904;0000;53,625;;;
050905;0000;102,667;;;
050906;0000;88,4166;;;
050907;0000;86,2083;;;
050908;0000;65,6666;;;
050909;0000;30,7083;;;
050910;0000;29,5833;;;
050911;0000;60,8333;;;
050912;0000;;;29,875;
050913;0000;69,4166;;;
050914;0000;;;28,7917;
050915;0000;70,7083;;;
050916;0000;92,4166;;;
050917;0000;74,9166;;;
050918;0000;67;;;
050919;0000;35,1818;;;
050920;0000;43,7916;;;
050921;0000;35,6666;;;
050922;0000;38,2083;;;
050923;0000;30,7083;;;
050924;0000;48,4166;;;
050925;0000;49,7083;;;
050926;0000;54,5833;;;
050927;0000;30,5417;;;
050928;0000;30,4583;;;
050929;0000;25,9167;;;
050930;0000;56,7916;;;
051001;0000;73;;;
051002;0000;19,9167;;;
051003;0000;22,625;;;
051004;0000;18,8333;;;
051005;0000;40,2083;;;
051006;0000;34,6086;;;
051007;0000;46;;;
051008;0000;89,375;;;
051009;0000;94,4583;;;
051010;0000;43;;;
051011;0000;26,9565;;;
051012;0000;46,4166;;;
051013;0000;47,7916;;;
051014;0000;57,6666;;;
051015;0000;33,9166;;;
051016;0000;43,0833;;;
051017;0000;69,6666;;;
051018;0000;78,1666;;;
051019;0000;83,4583;;;
051020;0000;52,75;;;
051021;0000;44,2916;;;
051022;0000;53,875;;;
051023;0000;57,7083;;;
051024;0000;30,4167;;;
051025;0000;32,9583;;;
051026;0000;28,8333;;;
051027;0000;32,6666;;;
051028;0000;29,9583;;;
051029;0000;35,0416;;;
051030;0000;47,875;;;
051031;0000;54,5416;;;
051101;0000;46,125;;;
051102;0000;41,375;;;
051103;0000;39,2083;;;
051104;0000;52,375;;;
051105;0000;78,4166;;;
051106;0000;49,7083;;;
051107;0000;58,8333;;;
051108;0000;61,4583;;;
051109;0000;57,875;;;
051110;0000;64,7;;;
051111;0000;72,3333;;;
051112;0000;57,5;;;
051113;0000;47,7916;;;
051114;0000;39,2083;;;
051115;0000;43,7083;;;
051116;0000;47,375;;;
051117;0000;48,5833;;;
051118;0000;45,75;;;
051119;0000;51;;;
051120;0000;44,125;;;
051121;0000;41,7083;;;
051122;0000;41,8333;;;
051123;0000;18,25;;;
051124;0000;34,7083;;;
051125;0000;41,4583;;;
051126;0000;41,2083;;;
051127;0000;21,8636;;;
051128;0000;31,5;;;
051129;0000;37,0833;;;
051130;0000;46,75;;;
051201;0000;49,5833;;;
051202;0000;45,3636;;;
051203;0000;34,2916;;;
051204;0000;28,875;;;
051205;0000;29,8333;;;
051206;0000;46,9166;;;
051207;0000;41,5416;;;
051208;0000;38,25;;;
051209;0000;50,125;;;
051210;0000;58,7083;;;
051211;0000;60,0833;;;
051212;0000;36,75;;;
051213;0000;49,4166;;;
051214;0000;55,0416;;;
051215;0000;42,2916;;;
051216;0000;53;;;
051217;0000;56,25;;;
051218;0000;49,4166;;;
051219;0000;48;;;
051220;0000;61,625;;;
051221;0000;51;;;
051222;0000;46,875;;;
051223;0000;56,8333;;;
051224;0000;66,2916;;;
051225;0000;65,25;;;
051226;0000;40,1666;;;
051227;0000;29,3333;;;
051228;0000;57,5;;;
051229;0000;49,5416;;;
051230;0000;55,25;;;
051231;0000;68,125;;;
060101;0000;36,3333;;;
060102;0000;45,4583;;;
060103;0000;47,7083;;;
060104;0000;46,625;;;
060105;0000;48,25;;;
060106;0000;38,125;;;
060107;0000;51,5833;;;
060108;0000;54,125;;;
060109;0000;49,25;;;
060110;0000;35,7083;;;
060111;0000;49,4166;;;
060112;0000;59,0833;;;
060113;0000;68,4166;;;
060114;0000;58,1666;;;
060115;0000;45,9166;;;
060116;0000;60,3333;;;
060117;0000;68,4583;;;
060118;0000;51,4583;;;
060119;0000;47,8333;;;
060120;0000;57,0416;;;
060121;0000;59,875;;;
060122;0000;46,7916;;;
060123;0000;63,375;;;
060124;0000;59,7083;;;
060125;0000;71,375;;;
060126;0000;73,4583;;;
060127;0000;75,0833;;;
060128;0000;51,8333;;;
060129;0000;59,125;;;
060130;0000;46,375;;;
060131;0000;45,0833;;;
060201;0000;35,625;;;
060202;0000;39;;;
060203;0000;38,7916;;;
060204;0000;46,5833;;;
060205;0000;47,2916;;;
060206;0000;61,9583;;;
060207;0000;49,8333;;;
060208;0000;56,2916;;;
060209;0000;67,4583;;;
060210;0000;75,625;;;
060211;0000;68,0833;;;
060212;0000;57,625;;;
060213;0000;58,9583;;;
060214;0000;60,1666;;;
060215;0000;42,4166;;;
060216;0000;45,5416;;;
060217;0000;50,1666;;;
060218;0000;43,8333;;;
060219;0000;40,5833;;;
060220;0000;52,5;;;
060221;0000;37,6666;;;
060222;0000;45,1666;;;
060223;0000;54,3333;;;
060224;0000;77,0416;;;
060225;0000;65,2083;;;
060226;0000;44,1666;;;
060227;0000;47,8333;;;
060228;0000;60,3333;;;
060301;0000;56,4091;;;
060302;0000;53,125;;;
060303;0000;62,05;;;
060304;0000;97,75;;;
060305;0000;51,2916;;;
060306;0000;49,5;;;
060307;0000;43,0416;;;
060308;0000;58,5833;;;
060309;0000;72,375;;;
060310;0000;68,0833;;;
060311;0000;76,6666;;;
060312;0000;82,875;;;
060313;0000;49,7916;;;
060314;0000;56,125;;;
060315;0000;36,8947;;;
060316;0000;69,7083;;;
060317;0000;74,4166;;;
060318;0000;96,1666;;;
060319;0000;93,4583;;;
060320;0000;82,5416;;;
060321;0000;62,7083;;;
060322;0000;71,5;;;
060323;0000;73,75;;;
060324;0000;73,125;;;
060325;0000;96,75;;;
060326;0000;100,458;;;
060327;0000;84,25;;;
060328;0000;91,9583;;;
060329;0000;92,4583;;;
060330;0000;52,625;;;
060331;0000;79;;;
060401;0000;102,458;;;
060402;0000;81,625;;;
060403;0000;80,0416;;;
060404;0000;97,1666;;;
060405;0000;83,2916;;;
060406;0000;102,375;;;
060407;0000;82,25;;;
060408;0000;166,167;;;
060409;0000;129,958;;;
060410;0000;80,125;;;
060411;0000;51,2916;;;
060412;0000;71,0833;;;
060413;0000;22,75;;;
060414;0000;48,9166;;;
060415;0000;94;;;
060416;0000;120,958;;;
060417;0000;101,833;;;
060418;0000;131,208;;;
060419;0000;137,833;;;
060420;0000;36,2083;;;
060421;0000;91,4166;;;
060422;0000;130,708;;;
060423;0000;120,708;;;
060424;0000;86,1666;;;
060425;0000;115,792;;;
060426;0000;168,292;;;
060427;0000;107,833;;;
060428;0000;148,25;;;
060429;0000;197,792;;;
060430;0000;173,625;;;
060501;0000;103,25;;;
060502;0000;82,6666;;;
060503;0000;114,292;;;
060504;0000;70,1666;;;
060505;0000;58,7272;;;
060506;0000;108,333;;;
060507;0000;159,875;;;
060508;0000;156,125;;;
060509;0000;147,333;;;
060510;0000;161,167;;;
060511;0000;150,542;;;
060512;0000;100,958;;;
060513;0000;157,792;;;
060514;0000;88,3333;;;
060515;0000;106,792;;;
060516;0000;67,625;;;
060517;0000;56,25;;;
060518;0000;59,3333;;;
060519;0000;154,917;;;
060520;0000;172,583;;;
060521;0000;164,667;;;
060522;0000;205,583;;;
060523;0000;157,542;;;
060524;0000;120,208;;;
060525;0000;92,9583;;;
060526;0000;28;;;
060527;0000;109,75;;;
060528;0000;91,7083;;;
060529;0000;53,1666;;;
060530;0000;91,8333;;;
060531;0000;114,208;;;
060601;0000;111,042;;;
060602;0000;111,958;;;
060603;0000;111,792;;;
060604;0000;51,2083;;;
060605;0000;66,5416;;;
060606;0000;84,6666;;;
060607;0000;52,3333;;;
060608;0000;23,7083;;;
060609;0000;76;;;
060610;0000;138,708;;;
060611;0000;156,333;;;
060612;0000;88,2916;;;
060613;0000;193,625;;;
060614;0000;152,125;;;
060615;0000;177,792;;;
060616;0000;132,917;;;
060617;0000;71,25;;;
060618;0000;86,3333;;;
060619;0000;84,4583;;;
060620;0000;139,375;;;
060621;0000;180,208;;;
060622;0000;193,208;;;
060623;0000;119,833;;;
060624;0000;66,5;;;
060625;0000;93,5;;;
060626;0000;139,833;;;
060627;0000;83,2083;;;
060628;0000;86,875;;;
060629;0000;88,4166;;;
060630;0000;115,342;;;
060701;0000;144,5;;;
060702;0000;127;;;
060703;0000;127,75;;;
060704;0000;150,958;;;
060705;0000;63,7083;;;
060706;0000;88,25;;;
060707;0000;37,0833;;;
060708;0000;18,2917;;;
060709;0000;52,75;;;
060710;0000;100,792;;;
060711;0000;37,6666;;;
060712;0000;10,4583;;;
060713;0000;27,1667;;;
060714;0000;106,625;;;
060715;0000;126,958;;;
060716;0000;134,75;;;
060717;0000;164,667;;;
060718;0000;175;;;
060719;0000;133,5;;;
060720;0000;71,1666;;;
060721;0000;42,2083;;;
060722;0000;35,5833;;;
060723;0000;51,2916;;;
060724;0000;34,7083;;;
060725;0000;34,25;;;
060726;0000;15,7917;;;
060727;0000;53,6364;;;
060728;0000;91,8958;;;
060729;0000;154,875;;;
060730;0000;124,083;;;
060731;0000;112,208;;;
060801;0000;197,208;;;
060802;0000;138,292;;;
060803;0000;154,792;;;
060804;0000;91,2083;;;
060805;0000;83,8333;;;
060806;0000;38,875;;;
060807;0000;34,625;;;
060808;0000;66,875;;;
060809;0000;51,125;;;
060810;0000;65,2916;;;
060811;0000;29;;;
060812;0000;95,0416;;;
060813;0000;57;;;
060814;0000;33,7916;;;
060815;0000;43,1666;;;
060816;0000;77,6666;;;
060817;0000;127,958;;;
060818;0000;153,958;;;
060819;0000;143,25;;;
060820;0000;137,792;;;
060821;0000;99,5833;;;
060822;0000;66,1666;;;
060823;0000;38;;;
060824;0000;36,75;;;
060825;0000;52,3333;;;
060826;0000;59,875;;;
060827;0000;48,7916;;;
060828;0000;75,5416;;;
060829;0000;54,9166;;;
060830;0000;37,4166;;;
060831;0000;53,6666;;;
060901;0000;36,8333;;;
060902;0000;74,4166;;;
060903;0000;78,9583;;;
060904;0000;86,3333;;;
060905;0000;109,917;;;
060906;0000;113,417;;;
060907;0000;92,0833;;;
060908;0000;64,9583;;;
060909;0000;87,2083;;;
060910;0000;30,375;;;
060911;0000;16,55;;;
060912;0000;;;;
060913;0000;25,7917;;;
060914;0000;43,5;;;
060915;0000;84,7083;;;
060916;0000;98,2083;;;
060917;0000;88,125;;;
060918;0000;53,2083;;;
060919;0000;31,625;;;
060920;0000;53,7083;;;
060921;0000;43;;;
060922;0000;30,2917;;;
060923;0000;75,4166;;;
060924;0000;97,2083;;;
060925;0000;72,4166;;;
060926;0000;45,625;;;
060927;0000;73,625;;;
060928;0000;94,625;;;
060929;0000;79,7916;;;
060930;0000;66,1666;;;
061001;0000;48,7916;;;
061002;0000;55,5833;;;
061003;0000;39,375;;;
061004;0000;23,4167;;;
061005;0000;47,5416;;;
061006;0000;51,0416;;;
061007;0000;72,75;;;
061008;0000;74;;;
061009;0000;60,0833;;;
061010;0000;43,5416;;;
061011;0000;47,625;;;
061012;0000;41,2083;;;
061013;0000;22,1667;;;
061014;0000;25,2083;;;
061015;0000;53,9583;;;
061016;0000;36,5416;;;
061017;0000;35,0416;;;
061018;0000;33,0833;;;
061019;0000;44,625;;;
061020;0000;63,125;;;
061021;0000;58,9166;;;
061022;0000;42,7916;;;
061023;0000;41,2916;;;
061024;0000;40,375;;;
061025;0000;52,5;;;
061026;0000;35,8333;;;
061027;0000;26,625;;;
061028;0000;26,5;;;
061029;0000;32,125;;;
061030;0000;30,125;;;
061031;0000;37,5416;;;
061101;0000;49,25;;;
061102;0000;52,875;;;
061103;0000;65,5;;;
061104;0000;60,0833;;;
061105;0000;17,4167;;;
061106;0000;43,9583;;;
061107;0000;53,125;;;
061108;0000;46,7368;;;
061109;0000;62,0416;;;
